Protocol, N, L, Time (ns), Q, P, G
3, 224, 896, 56210333, 18539934853756066395113933769720948707601863501425288406085257157139, 403617455739696410651167804263156904988794502496848108529621244941744379616193668995979183915875778911775732288747125262502063988356451426509514408968831132243979055126649865261383588304596539936797467075052849599650467224160822611322933286198466380446720833940030938589, 17904352980459588139466359540302201393355131445007226739248419009351625856517808704131076624717988302848507976885925534023988193765371386527315014073663227304558220669739856793203697121674604459651323290413181358753472003824214884799406963619790295165255010844536835534
3, 240, 896, 62938078, 1466286830402503833621096492386681552216445510170790688510945835857053841, 276430628948811357526581840883197955594159670702295964742781186730350081934682540462816724062997853471490632538134659443809543394655332752507275377102739568341482952673875795994894712002202218739425665350830843143910802118290846829382442150454549319927366825831045973221, 193918823720890333915287310582061262416590823357935762333380504625170178119700923676563493314758858303456649681042764975568917358254686067925686434596217952561348151464536528316663449276831996642924060397042296400683364749718703308669816744092114963110301935301371802825
3, 256, 896, 63723284, 96383562911682199626941706367820438714068867426355633024175208526910365324849, 388279326689200892307294747235175308221479748145559099751372263261369379092048402373963605255575587675862645700093328116579616166587169883462742717239092746107045170298598599100415524697303297270014800255631671358404432972370409043324827399905351058085769317704596588733, 164526708325336791474920689869329950434750999761563037484899494122610495691684692174988353827794331157485842822375359384133002783656211273291809137302847527408635852724814397098575617525413599314406062736565003685867598492454918340817668356080060348458638811917359528718
3, 16, 1024, 12893042, 33199, 126080684620246677852341807129834081202465875244979130990886488935905894354499420543480414985652842871917305145336227097176560916531202715824852518283447044798087336967360889643542086248199334520194739860721927232407861329437539921453427107188573716038141661175301520214592743100550805052160023585089287602549, 14557065944074399097234621204313531590967713128284641992471987132893606074516742272652877494297667400117703458221947400442221607789240026118555015470184551202188731102911666216038256367392355426589689407112625915334564218812025952521885331472956313987777192974686469624518805666546585048513966418933935900323
3, 32, 1024, 20229274, 2712052969, 138064748695691044552633967181968241807017745586363400405881870039933622885143003389866993758020920049727033230850354362542076588886975873571620483326039194001634656285329833391943230549119012360231897206826558561586310142415175556887368027268028596787667184093114749277718881314695863473902747578241487144501, 103471776900118141148136706636459019683895773859462676134039957157560593381387222191993710961760010450076088247265507949813882856259873747396134237742924054525413399330024183579777488815049181072580869282632599414134162806297702798963079218797320676408185889794645218551419231783309462032248336214231138067347
3, 48, 1024, 26149572, 213530150485867, 134009445833148948967221022556709794751075329765337947357919269258523034796723302543751285034955021464637490529567470183587927018652302245958064857593035818750351742154228659549584440124084331941425194185029221696207569531327472809556818883449536370448639990069430480831966425774851899081746304281715631202467, 99942567312131448914916365579859475553383769259559028533958696013376246423057065856902245862221853996017650340579617000739868651209181131768398511472636599859351526909032976419488338468019769799262077487248664522778621807186264059070258117930812964004444929282244875795155851684067994521782714810918423372002
3, 64, 1024, 26587904, 9369996629785884569, 175209056238341297207887729782360071721490925512440382739359256011494341917557727004749027881493979559487286586364270533354876356824866982096320183211023676774771790831753678576089201739872344055695176220588920305877363614430827080265229010653716150187496889209426251371428480647680821774045183361054774547591, 155250711826214732897982216144008896732969494413719436193183899757180599662504751241430081152558886432456285750427162634386554533708532872802142747645018188002675567280451667532802311167958968324465834850749914212893229370879290215837322576204206477313165353997627481147478625850451171478846381878650914173472
3, 80, 1024, 35114967, 741193806868302690644821, 104271280808705991806826969379530406568452731678302262997133058209655795259336947176927873342312956474877860256404820493614729743281897640050473520525471165164918496111271659431369056030124110044203985657927546683801261724954867705695393771786732157619096879059703844750946758643573205726314502123694406162869, 99626245397894558960977715747595243940985886885868389760841812933530114502645889798963736228208663166786946628124830221202133391618293713201119526175130469787663732998727640615342607124973062320776943973929759267870475807618380852810698084749221774342931576124819517772721561558937555129780786447673416998230
3, 96, 1024, 34899394, 45427268760958978038172213133, 179097590890055234438472759503049399660041094206826303950969169427249123030373818886719887243166554604776317702306633144393048700131941249537373032201531212379349791412191705917588731788675863757084045683425424325083637259486162140168146605704736880955820961485070272129294168587168565870673807144644848116193, 126153550196930046333235101790419065911590899967360886182013681580761169193228155099093530510104142855993316369245917481495528521275498984507534718738278863889323089876108852028435583525475679368771696165615368622496735464629022183519613559598201494866745690532101065977265270485887838790389684713051917718166
3, 112, 1024, 44774005, 3344210125810153712601659033640871, 178786659617567398243362065440279149447514121539500650374414446993967420063529546811851094512923003758377143108363928613126282217829920769702732914731909681318354751943915361610908346557542322571677949927451235186438161036254275892027698789347039133039915966910126888981207227918188760699990185416004432425139, 14469950960393544822668912885143323634958658322563031504880775121747539955405244104118651456602199460736016840001545010392459780643905322710240628109440524680489113519362927514120866357854349542841826603272622037938117651984571111294335405914660391531316859601046202633390488128421533748402179529428701578830
3, 128, 1024, 44897130, 201165511067148112400666140651968622121, 131844196094583590405118923120758830458704511171673682558321706163738478340508229966703032402929215568529016190700900840667822031079235479298011289601186464676349899920405563041806409538122036190361868839653989127287231605598037206830350255534485395716047365337101794132382034249021804642389546530665276120683, 68653135410163087924632511159109500457902491158847673006139205955609016085819870800790718382814344297115916108594372032821921164775677435591061930871776649468577188571379448187163782399325257341652560662984946780810872564254271301903684036272876966180494976422925884107513000119083505021819436852903302177733
3, 144, 1024, 53875701, 16085692107725475171712176570356331295669943, 134123447603536287720476604020515734502998871378312215161675327308238659116825293595696157896158807494802403599078710244918148362967958503596419174471434905244705093311226690516086672274912964801344329944152150145087671163624183988155993339659516331389666270612627181252653440560755783404517936840462370484339, 104120728481470900881629408249023099215797527783344345450273178441240807273842162506682000366047162093297186875639345930324213092907883598685972548314293198386795283262283283449693841646594694995785348701059771688229458871026748498731613756591893179402272301758088864141982176310654135491997414668213363569654
3, 160, 1024, 53329921, 968560697200309645809803928399327859106221319933, 104383910187623531043013888655652242386195619589542503323898415580015563110905931432262770668666172395334744991258386314528773031935319688810658051938929360026534359203622118468054033405206152811062666422596059259435469746851033076552932098431154760396003067168241039005560496576419625763328740375008686229591, 31400013934367281221267992827505123021453776178710729432860987956264042782279436616700972121554580847069293481841501377058356320587845544612675076539223701681517303542535762779544322104928757188288822073642465144235841215435665828989797826370577299110499479031081495157744276810836106922970599824165804254322
3, 176, 1024, 63689532, 84538641700174272628204911746967946394310411114071497, 142840077480833621535540228440437859496297136915486989487733156601165721933932111071038087232436099045020867241537530732740176268325711341638427995976625621423394152636393670230350846209362388952483407860993047352071520217014452667434421022503861374548754204174691443762789772346912091484271656260567557654623, 15007132343752747590708264545965518904239126812681589786391813836040343718765144330695265370839547975646077623788505343746812401019001321696902840971990103754405180007791802985348261513400990734393446866185944854099626987623834539803812878117993261836081689958372920583090149792014662221629121367413892810790
3, 192, 1024, 63520365, 6217939258778931912402685323434051733752055906161567802401, 168844495703804621144636349229257732085367970841230753262036734588248179402972771823566893315944975387655754046200138860822396911831687937064242755438884611865658648108904729429238320921218987757536875925269765539369741676132676684293801311479495832282795939396633474696750817324937811525100502762727506332937, 10157396664916757322739287264747394505937243939055826919895308402285265497224764669234235419887513754435556427372624088782986468360025198446891168931459749818979043430105145229400393928042554568918340237303884011870872491014488300248186854709813214739112148685936267404359125435197495840095227302366626257702
3, 208, 1024, 74026692, 297830223418258557251953334370261815422776844843791823366445999, 109616109804525685888859223052560773844556862538036015863212163420284826561094597919758337791262662500084578824093240828309113399641216712390707110420339772718802631450677586252828531167598094670203975674141125460906435184315110055212911976545364038842438171918770872477546563714957770051740694503329806468691, 95640484222123667838732012199267478103510875752033881731498800138470905316439374746609494842396485264734587943315056805432293953433731332594298136506826852142022919505062497339443452619093873579710741539858778556047398170153411329728228542426038207890936308646224202830531464150267366751140583594923718283956
3, 224, 1024, 71672115, 14511115666026231152336969964335210976897106607187941465780946407183, 134878266082235394711495973772180762750460032481366882371057031645342256657306751216741398255039570049495508570362377886745978216730258090817679292073018302435920258311854173694038468608659612939617226146704484060873282972094660449628723071870896603587359001125639875083907355627655498856989520296966896934339, 128438555996494316036873984095065533986567005123113155982126046607243720283314886705130212402799435326751815030377095856236619628123092302733524847718388255179647699341160905048952124227001683187206351891439873819753801130810492463057399608337455342955505075647782353761850819210704186305750785225853909930674
3, 240, 1024, 80130636, 1194993260339136810347213528490154780205591691655078034392164478502362043, 123660471401339866421286028511933683162393677292486402176375069343433899471247888844864815912228795587400840879898758259316898242294844487719576023295737727896306922696028451639416171901710412922221062964614822981208878926562814478160285592223350653764505376517745111610974769095227664072909785116089219794887, 120039075292070664035649954103564631666239175697779879820367006340381987824160978875801883461364449805299732445015472270608479651229748423569567598426719377685090966172221710637275591554937686883862106337859619827313348993360877372267400538271267610000265185296743091967188455902597884046438744785690206673423
3, 256, 1024, 80713499, 89014411829720318417366524033395685698863299010609444701500232747515392180759, 113149239031443204666931709823113898109732087806418204527867013034339147072371286048783369576615359061444345154516779042821751903915075808098467237608799774933461971814405391574575427719506099709615725750125389829943709347335064201719873812501280912866626301525286983242255391140258501839003684299545019148557, 927811055305994418554240199115038916761508446268974904032628374027692469499735593440025368909489468421497379706243384726424047883205439097472818267578500122580650009100464404446065131167092313188792049032624139333404868932791876446374857426968218299787217344683810204299681527451584506450787185270374888372
