N, L, Time Proof (ns), Time Verify (ns), Q, P, G
208, 896, 110525439, 37052715, 265049669684520356580295136802661722781603006227523438192846691, 512402536734651076592009443270862900540279193663895216080004327224281657756232866499856654038194220279090564937886253017373815319016603573858426691614441409182178269626728623745618673941957159194785165699910427870282750952110114514503672378755072150505129900480437750349, 375396434661798172001594154688521936481473331306142783243860289612288236133094657186772017060697338966094978625232789661928632898898712995576765342453587448780129285619101142729748668527015383130395304579332300592675689867256182396290632255423480374190355149262830415495
224, 896, 110714658, 37073393, 19762900931939987858746370669305917011494334221095922064788135859167, 491752113427324707481247643971929433063934862057623079625362767818835436060203513860937775789512339064154113090158110631340482072205415954184136709329298413469913385714583305584497249329088023177882387060579672424784459363980329191610273463721919359205597763567910124519, 143002134516036620222338275414834994598266421178713774306047269411359500505034890735055589018535683092985118210473981863205760363604171211559968402096897602712908567393299294891682954981504743673871353213076201557169931789807768376702257250958214807005185340650875437924
240, 896, 118266357, 38357347, 1258181172570517695682113456380023190418285428303137753519741235451006797, 335261583065936892833932779614713088557292691057784348052200493504704801606373851008123634718196819344218720227562948239870411990572141088525415463825081887945060811455037798751962162640686020289843959261532216365786468787654886142548579558041431617733379444874581578381, 279336930922824518302476929813458628141092606572537924011010398855953623935002384785023608365938886121265367653237194918366975948789923321792945915121428655457505740980039163183694016517856072997587621793734972716458614903384248539237229560659612687719473977426419834809
256, 896, 117312713, 38540629, 90948165362893333970529088635882632344559145013435516271651576738412264105863, 372521254540249228448881926737578957855876224938128901719669382542877414855161724608124273605379408666525503347539742792328068947722172172850141229456790377896367221670012367865977319515810253966580946716135657849605268687501056075320113312696176424728598250318360452677, 166363312866478675958612844844892343463568445501482987615547153644841396777168782260218314634835483598476060301510084364097309462465408435082776868956946447620259442442311504022923568004772011046702721519009844301856518615653495269796071726128977293311026007640465435012
16, 1024, 77650630, 35020273, 47161, 138015238161484315224947522721911585684535318918594733497514832983301337495414124351042454047986439364195050536745167587010120940364617440188086621726302967319579149525135003537308922415372410512311593714141398616526676359328679995927278965761937104501511069812124536637497222428177993170257490552294673696717, 116980467304675279084580148017786657354126032032763314442838970318313351154013236765537137345930984865499369340994253501384825346042595490318476078007829940749306863539710292844787309509959481953855984684065782232926765388398043129160796391284563202618778803641031952023375582998467405893873356647669053186263
32, 1024, 88442997, 36947299, 3385167229, 103477841321504100453080463017407555320579288221858074385557511661696450107267221991117308283779338011134097598252387547592977047966513767432823431768740192573323446283415820997724139275084892375428700120265715968520814046859590915117815968331333395402467753172380632571152456397478292204068753423466046102469, 76064438583245792692206123209091778677792517344640528717909340932681993712949023405837409879511062582252621726399001963649961776063685345705961808251125097327633886780036194481860219895397806291570119824933014795349134997924146894990247603648132147985474995010749840306929486467324710672941923648787819557319
48, 1024, 95616312, 37832765, 143897624057413, 116480424908691696685800037683912497645146156330217737310638989552858593327533495327405515260073461831895702543327892804147752564559961579970684175152476833643887528914293332395671744317222629800884692346448438338849205983930242662814927284905146435076064012543456973520081870007224684457872144880530212210979, 53541504475540116971616013354657006125352000161562460277254204676655276602256854422671170157814959982048248558247345251126257282733903442441569839626723311127783090690690136877602468293785048460120092660447460052359680617988740230915657136318989344608090809809389549265384016831049941890696764582854964158397
64, 1024, 93458244, 37848338, 12491407044463823053, 118173330829790809430184739587297322857546646159399098230900249025528913861313398902332480140692829863564218337367814178548242193008539982122238297868758109486386899898876163545805061219357825868229408055027936685446483577210599758467866918460614287885716861799293807135072994971117225780756267824824746808987, 93752001509394167872864997125005293373081530867625206856309806300644698465381384815807633183376624683966854821983263415831058176980832508100053244727214266660873600077832364568170413188955005900578808684322122113868236349768110674401788677412459775159716802962986080766034685874589514498063332317273010397379
80, 1024, 106394929, 39786874, 1033773542610554448926981, 107864496776574123672444006182907163962692701021892357940663327948368917253616779091633930443030117727625752013822437311825187191968834993625328995367016203380451992147438710177571499547494025158698127168176186369405850657595638003694023155650891848754994383417320290099448516421321677175513347073084680603427, 105826457860955224916643731745818867286063183944543979919319864763955399611432399923320209665406994187662445682334184470519121943412610133112725687983814103797128150123347636258002672790680855259944736974015667054607810986982949035366394398637478794666784147965425464374225113045831468446012120650033852169899
96, 1024, 106866334, 40121717, 64679496587975491612513236299, 178589644714258512729126513332506749412881205549760914538406022140006528166230181667403636531887579399785671316023919007873774157514158689142731561478646338251908440518243017419431312720077864690336604871295096002988308134985244468496490737302592882053277743035311235525390374956933713418839357277911342838211, 134655184262921378611035033348818786644566745123391117639055160678876987603235725238227212728099216954900372371929621824226712584952491690693965318563642923250559775667834246534976092873070661576618836064965502458002150313507659314710989491155088629361321188704351828717946302686629203583050270439792334439189
112, 1024, 117673024, 41940463, 4974801570546738549243421141936673, 161231419534797959913721486149490984789449596910562273253629629387223391168825284472301509358577681643126755504786446176907044462682611107544074680303795070448853452466143626344041161585711194400849930472350914644497181191870250941663725112149629766207558606286869246031254722597062114481051443209945084489911, 89689723396467624336091193395614774322459147812110480385177358114852789393989891443724283179474632995309527483604373725137707533152871188689926043219312665072534448867963057330060996105074782336412772573285642430011013975926476754227735666924036366899581525323293260889162896540321935063054234784956016187362
128, 1024, 117900993, 41944421, 294690537564750014110056155716663996069, 169699271703083490504811443479342033216470257716910402222194177635835556097981018468551724691168073118912533780632023450115414616196169295120692714781711826220429189639230817927929761056083384792042708714108882870103560856209052219493694961002839444253548102552726265493146637296412353218992124616127462688379, 155861163047178755469707202054765211678661358651561084858518898435408234942936905770270309001469376491000103494132592609096114879416010031766199583208330465671766919258463412692838158949031476610254348947205878368977559149323421806943128401649752618872853711474983080221443199534637990476147295207237827575393
144, 1024, 128291799, 43734104, 20677583200728108180430299717579362099803103, 127045873193766415572067373413773144411153758452272999817291465660471000277354921758970800283728177034134195493022122537790651961939265101663582341296352714274058598999673641463301824352359820476992642888942352946540705667457341683434434925294906296974406479097734862679166434860671012451576306840697862603807, 90584545237614680511343876340222682691111865689303190391480824138930491803728687873680303636966683321675338209436729124348970628424922769419505586893486561733897988551938847558842361896474115184131811785410366031293479402991090843823227789407520466359383768883518530004023964277065765546832767967097299817649
160, 1024, 126278054, 44018583, 1090459800469388138255098638739575743082557336099, 131990849433312723150638037085108252777239983825599041543118019839194388449950759028187696212017359021020039997525959835265876213237817248966666568236763332274969560978996206797683363339395756024486684119475796708108038518700261821549687615000429033182433301704728292036174021097977411638657800909042921880083, 74700976345404465678429822944847834296422942096337542426129657467264860197967359611107605030513151724564344904887357739988496080386260755748555104086189930206659275907171404210774896289174060892233587327340876542252606582905825504632911040541073188343721080269936463822516694129923187082882583993782249114052
176, 1024, 139540675, 45828370, 56377394580400809364578924477249480552052632952532651, 158534140690010868945061233159245821440899939108007190074029003043936173937423553693446721831501661222063339215873451005208630370188029135042317870601847017478298108491225386414905856080636904044184516896836663764961507187374996582782818859360320603850262803018129708061374938142594521161844219443680444786363, 120160983518530188710695576997945816858403476197543946744020027490607710629797109950799693462041303944598178559914044443669912569479214905392001755353660569020179013964619093057170665721451187260549197894827858609676097845529966390692099114290623571230104171452144505219329150208304051744522453801321679442532
192, 1024, 137544119, 45819254, 5023783834529340653964516603998302229320346299844116058557, 103453683644116429348573745871636906498601024977299222810140262366170289782462312206724848520316998315566750096437249273370411591932771338050721028701701466759418922832657023907638731809299435565760465799262867615920058672747782261611573345081369937770042113007743210191163342552915727944190643533485785742711, 7448995608854364913789674048704867576903166897889331732900800063005669080893544589697677449804804099640062374306005278163293649472885233458765353701261505627902855107176893152925590807369086325973707138833239576451719035972296094691444083294605394519815442446301135430055004868964310457857700099863174072953
208, 1024, 150758667, 47883676, 252381144374173179667259022337215330607959138108371960410651589, 138058654674132441955092971893192507238948910051887624571446087345207286432410479768970261719293242799450424969366810774230633722219585189195325291256791265123187773351285923830820524058046937144799307505532397497426048274845534872165332623797067996825779895773018609956193499076015269245033517847315225456009, 75099203432652708086083642380942681646720845300907467110089381612383369412414057887316964565299211976714636347247687999873489128721333889615892675265309040262613976908753462024281313426206304927171036040031730580962704920808911007209765517326931687110271781334156222607598123222958263657783551052745577320005
224, 1024, 150962521, 47918468, 18799991716683453633641566592807256862850238765355669425910333455437, 146841181544834227478966845379123368433919715082487199048053006592994661078042769429540239780936450900774981678732402224078828625914822075017051683677869217541886799958821236026249499488245093153785619441687503156735719881646380514813734731298736687339043853040914753377129182696236764285567078713786529580227, 60828576583363528899589558908950938658404658922648782407341513755380955181288757334437370907923044468513278283571080222738906027283542943721511934941004587007604692429315120304340642856665344547209772927935829620839838201065846171977884179545439080892808887833495269229612783406950443186366771266444312936570
240, 1024, 161950304, 49995077, 1178383891141391897290956531398383318585518852462892317679358133793062763, 119572462340309538948368332279190714148703471752577837211363790340162840712833303622744257230159252973286545464869908700827429297423267462767996187840109441747744748442213866926251572249613332714514350133246045860977219565380512363157463648247582859039849176460656784924319127932353005395965822731486926961219, 43484489057009181289916561402514750771538672607813051718810856162404061785815781258873390133608270239924435580754463087357522361162114049284133844417295131918305261786348560276081718454874341547828303563912952018761071817495090781696236522947426048885588460628993207957925841011830403913775039517938525981884
256, 1024, 161640097, 49964139, 73607199166659667206253633818191487678648823848810827226873971773294067680769, 137680980696379311204134312780100242645706286439697189591032153849367712894930212640754424640903768236285608659286320676293072488354851009738539454830022945190132294028188193863567405364208942794550472718521988527858105444101509518391250456964651015963476481186029267793980833020366882973138469730442579184783, 131788447267859189486063606979031205080213847409098434513408485744880706991802669914998629388773617986689151761675309841510077439354022128591675556661366064213948383141745982990920750305041635733454078127591576550837385652944247181381959289904530567497362687669817768630660082653521636915220966352901057836618
