N, L, Time Proof (ns), Time Verify (ns), Q, P, G
208, 896, 110015195, 36920481, 234808454529925684979950677258653782846350028340807019017016343, 507965569601993740327816651956758175180557439235440833047983914665747160374380412991877926437840668675223320604707137841753798901360873242997682422779065654147590478789231221188844835234555894172619372143175670626694465049500333511414021091730622892442655191791487207657, 273509599465903059358633979462134635568359748576057649364166047511099813901135069924157575582021799444203475996414720199459385015361417500418158437663587413959319871680075146778004362228587305396437478539181048472084504968008940273585720821083660236750993811325284899208
224, 896, 110085819, 36910169, 21167715560335724363641784686785307629334301447491455404348144676829, 487071547269508364929657165065409099126001364074145514340844143425114467012062327345784563549771399906271044616243125436940949190768379954583018542309350662391418756407883647014984968826398845269916800562093746292601701666043829015838595267437006375841930690841592383143, 419503254244132618744271268390885884966217554114745082982094130507868582998609610269395938470163784484127390787126664843521519646350944417804864355912461361546085647708215214744887086493122851840190404433402573937408759951621036145328146219926984325858396309637463344087
240, 896, 118052727, 38250477, 1175406389339673879800582319941775989700724916828284844427516485048021927, 269217748843172826888881052324130070157624767923508949583965219193654575232750912543274917513359434390298680370385702175498036260359246813421221555423410736710478995873516144340691455847555599190708482813254341075699078540928663086851535802630877469599851087287461800147, 264676264021999730085779555373609780973056108070718029116291757569162855548589185849889427035518127985478284384849888460897734916431562781908193569982969087835056813981383492577088121485458110961350087188437350898460266289293147659875909488208646774712304431072304000771
256, 896, 118327622, 38371623, 72137720839461470549518408593248076986439261621677538842522154269258238287323, 365473439818845534006541153121318957386126248946134010194042367519646731098791203781272580729142665054812736284696229822541081570883841511044998029399610129304107365151598813475063969210252779289457262546682514091752183676273162862898641366288306154944806985761119684337, 234625464061826250875417101302892412038002046425052318555114733019512027379046848102930191358265518795176043554912248466339964782517817981776098479284583083019936069661837080838110300652229969149742272839134610330677511324309875056690622232246896565265451890926779066604
16, 1024, 77466578, 34827465, 65497, 174573025359385703606639931354879437741293887747504032464470808319779183450338899712544574384854293220559838558322791654606912625087983566691973787279977638129700327417122953908073564141079757969764517937460729609876269272003029166394830233695201200750350711726910840447147502061520856647705754860602184214261, 39410815843968938085922536559163614783649678910416677841921202749603237834990553647412106436126117229886654084971727836684050482453635287295909176821342117268221014985449414657692143769129059458522646624829061423229541681144082734577134341131010257800162203470783386334375674896309154536995711319850304828462
32, 1024, 88756394, 36447930, 2234639089, 129928038205189207150456916387375200123286035334743306225046627292313430402184924990358887249975044961371116240601479313091824579783929762454174302755875635228247909004172989500245019281809809307047912038423390638233453863572248160631045246321613010433666252563207358610449838215081175662516310048469428499389, 90760233182592848686056573577556559052921297965500933713687241858054586390883293094211362542209180747928163575647233879324254196646178840341177441947394173275782519916392459369567810871289271347499454029790707969327942543992555064511670736541144282703595149980127826365250044038054631431498391106036856043879
48, 1024, 95065128, 37753239, 188178426061811, 152773690306780638922640147516835139900296569787695711629865688118306936922381185092107749827308268523264644767368347813799088472342268959366032647157240169935412433984451461097468825560688683429424254387102909174446388562074011516650679025063054136912013218121150686397708435998974477630956586965694445311771, 144563104420617976218466624118191511058990902516517161008707669794107332945732841102072608099033619375664790399248231255763678473650238326366418561964445102254162006291010616094262343517472158472131870019952340713965272870103658169440690834820382004978367222797484377285786373974333570018773517518398790809975
64, 1024, 95204034, 37738760, 11500758861031903009, 130588328328704551650060727939759078147248595681331226407699967003003307881590633541204559577558338777954454501486533755870762655532417277528063635527021354879982014534571992262126399021268962301365950623801826966888367432160579770375006858837662833336683373440294818205910113849513141049757599337645808716687, 125985189140605204509318067314522611438197467059039325984059844137192615139790732849927174098331966298946949120978615092793121554605622777305780693112922652599502081615209475735575470250618230467593636534981019267450585276032771763245261896561402958201975680579391976497449095193767145653750132097164679946805
80, 1024, 106802181, 40045890, 814346631613757644964461, 167696440606034227254510218024124243135439529614133675417812564564584321136134348221901431533174988576299660594993333194337795677576095138470515709264465712782800086852161515190770005563393771099147964803821503042820937382167229992745065645506020550930594640855548672357841009650212034664303083807303368164481, 6575827829181978344399444687215444462933439177582883594629675150216488366656688449155982844247742057303845054611287406358116441022415887545733987737932807154787599625247825357114765941020408908674723638936084642883708504790197062905446731736947693611348089947931587539092161195877935332159221965940473382640
96, 1024, 104096876, 39709068, 72296544165777563203664096971, 141809452407953345522190743610113538021950710574029234736307970611048912478011808626268365404288200667575667848268738087260522618615371370589186676007225199744858236247051758938201022297024917667350767027177739673826652428165700955840286963628908794082034318646687497637868404552181058221006183451831817947481, 34097872166930628424259090251324699515715236769044441405872371665718685088153098099279083173674665345783275445298844737873973418777825781374058076264969521235916165378277024403481633366100516984548225208891555006414307813625932955539932395259522473405010718690556900265969774533844559817763579429831393011094
112, 1024, 117159812, 41696823, 3717169592715898653312059329257419, 140714593374519734336147624480536367765134653137077907135501284610746271968070440816347036061650182150210668851516723257307309772960308867040449807285850051959785076076074722395165402506070836037047993580509742554402384137521328806966404518507835453867614605971579805850994704858265227926153976355690372090059, 24650094047424694769689517690719366348967876130018618941247497759801569266161728793165192936152671200914245936110011238680221153991274531069787430633554817224525848649669682211786741419289886673810666363278936522599021100159463495129757752605101647501559986769343479619017958264525283060280569559793530266152
128, 1024, 115305858, 43802963, 307184566462142095445031042816924413999, 150000830436556798666674997451180764767225529856368950901401991301893334689782747030734824417132424329280041487378766474701935692168649631283727567920593916657587654647981583548624910131605867940214157160273990836856303131157483918643264614984790575054260410913178722696808449136176367711909540714734707704781, 90364450082034364971569231753726923242332933811951829028163531551736393427472181111954545695479929227008861694518678590013035128105287455106913673184698313929476691594008365401987580840829490903200423875655389146331636496005634072315650075555094249195205961428763662808493814857507922621624680152520677484800
144, 1024, 128578429, 43840620, 21550128058342133952664858425040163260912327, 164473883638771163556286261290664561367819363486231344081510646823436954394133945879448112859989071245391811015542857181725532290207692925757409319868802401496153973066082945401358093664312803348884039318697896416421433203959978992643775084578408462849736024532496377381115739421565273432789093150806834447591, 120818630480768346915519999498243886371857079315399019848846194184489282500220254470131917721406415199928408812070045128113954140904673857262426822689584486086522236815902263368060183105896732353118141521202546575428154426461596707366774489599920215294169849611354509688093572990209989300989348169266637800764
160, 1024, 126745048, 43749110, 1366792694219434454313095788191140119605947054717, 126013148264249484496720282372742814885437048180237129106186578080023644268136806750234201118006829518798386822255042539689948240121443237603232878230668544614818069594745151529466406317569774321177658823221386098053851849490665414708422459962276401941003191131139686633652799868584723389819677331848922693821, 113452716522696077576758344299972922236178135882885087383962081700487079076235187411692083639872770974735494152447659772628288941038487929217012823712272080634657055408365339864596632363534612950742025861589404174629654451317595418879959326591048685616043040193055024646296516055599864688605210999953221887757
176, 1024, 139482985, 45774417, 76397897245961866610019936894516664817833886517896243, 127832727619615798216440481907274775901879032871383379093322631348817104776799380830703276718382269006528614106094279638585806567505765302577132725479176258860210077408061829076260618781334777427966965909056013298847976049225493233638674892723387473786703838658739441471969300278559767396554959792057564677951, 4500876490524654507862497606836845129014492829086337208604116396440983224945771623838331354782809402584494081318187978875722663388860014976437247433221756410199315466094846952674238278312108110472553470438331932965630435070781033543761480680035222732166253378878440952362019131934051289856040116154704000453
192, 1024, 139821994, 45909833, 3202890236376373622105656196103956170615065593575989713009, 143137343078177506700710436881458198363065848464143399505689788774965933944541424089079888444460424964132203176707548679240146563139520598680599989935973952333362909239295878756453212768959183218018275364733850563580543503644511965546586575058752367027963197940568026043806750217750839382653644775178560815457, 3429223192806723831341194187087789264919917731810147372284153811714628643723729105207520392672388800199628078928015418715769566090736019010465971659085936610968809928676389266492097367349236248996380459407099884661278320701738035235805254948743459932977331943380040175648982088809521127852055892212943474485
208, 1024, 150205302, 47692329, 222797503753739173261536795469299586022333412149057350386768559, 123285364079164424727478725883416820769144088148476432457650897161872531680152119578956528113740378279769104407669203395606296770816499391668572214676650519127750330684487405629315429016030389298683260754122119822872172279577001478087011025644856921746643828509834627726809958838813151082129618270843976516133, 2707005926100993701274691617327947862675515231603372791309999376191639120278466359123706055657459589033218073391309896370787191568019014692019344053827092523136699488301589797815716569480315489565235447083191579064541002793679187185436942632854207761827003186010026277274802508650779158368166640485403198946
224, 1024, 148189265, 49714928, 23500709134912550526118239192194475031291636332774013214326618030979, 133006496825610366700201466112052752666412763643217580405300052646524540206384295156612754566845201374020665027554262814328869345420704353210144213176714006385596510486229567322792171075651715038891819759386927492152268532549433497524924981167764725311814176463111397538672208956340716481143560984100000476321, 122080320027650316847161108879540638586349804783286148431845418074151795078951584967617964227425620787756809470759945641133458349928997483881563547444180927352564836202862347787410879663730862278378945428801443919751118883008623549058504292967315184204846622630263805811451214517364826103623389856297430603550
240, 1024, 161240847, 49734668, 1548372599492513504188979093423838815443667044049363271329463768062289397, 115914550668508039493858177441735631688374772260623390151536219850245190291583183582316542169925056290633063464798915033783761724841015523040970089282968878792703843262602754577006115574079041210213299862164421924009185030188927027809286864492975052808909846026218610850498568770086855886488951373577598451059, 4257933134136576405362437303487641854111938079247295647058157045755026255750970204091631150980441391698056460565877024350003314938003799571166495526315531896040732062046516748610539434221365526576833884720565724069429530519054099029877862940947306774248395887899794707287332828822800332323603615776268127537
256, 1024, 161533710, 49775084, 87967969610435345002420260010580710963107299110128186183812488349513320676521, 157869063961681339462880936688210883958599616922882308832311753785138095815350491969885526133931256156898573787345997750646367416027877041354316284272003557696898831590864055745342451392966495898864521950391229669950029807192244203112620647416085126194600003304648157118298798877736051939225694419637960958547, 49956039659439047485010514987025713124478517639810041148948965452696956054395425276825591588892159149990462727944083006664075039043038356862747695764656933283468379255977868589497802404468964059924859007556647648844571520836604817504526452429540705935635494031129286539052965640858716910473300963403898504927
